Year,ICD10_Code,ICD10_Description,Classification,Metric_Primary,Metric_Secondary,Metric_Tertiary,Metric_Quaternary,Value
2013/14,W65-W74,Drowning,Narrow,Unintentional injuries,Partly attributable acute,Male,65-74,0
2013/14,§§,Other unintentional injuries,Narrow,Intentional injuries,Partly attributable acute,Male,65-74,5100
2013/14,"X60-X84, Y87.0 (excl X65)",Intentional self-harm,Narrow,Intentional injuries,Partly attributable acute,Male,65-74,100
2013/14,"Y10-Y34, Y87.2",Event of undetermined intent,Narrow,Intentional injuries,Partly attributable acute,Male,65-74,10
2013/14,"X85-Y09, Y87.1",Assault,Narrow,Intentional injuries,Partly attributable acute,Male,65-74,40
2013/14,F10.0,Acute intoxication,Narrow,Mental and behavioural disorders due to use of alcohol,Wholly attributable,Male,75+,490
2013/14,F10.1,Harmful use,Narrow,Mental and behavioural disorders due to use of alcohol,Wholly attributable,Male,75+,80
2013/14,F10.2,Dependence syndrome,Narrow,Mental and behavioural disorders due to use of alcohol,Wholly attributable,Male,75+,40
2013/14,F10.3,Withdrawal state,Narrow,Mental and behavioural disorders due to use of alcohol,Wholly attributable,Male,75+,130
2013/14,F10.4,Withdrawal state with delirium,Narrow,Mental and behavioural disorders due to use of alcohol,Wholly attributable,Male,75+,20
2013/14,F10.5,Psychotic disorder,Narrow,Mental and behavioural disorders due to use of alcohol,Wholly attributable,Male,75+,0
2013/14,F10.6,Amnesic syndrome,Narrow,Mental and behavioural disorders due to use of alcohol,Wholly attributable,Male,75+,10
2013/14,F10.7,Residual and late-onset psychotic disorder,Narrow,Mental and behavioural disorders due to use of alcohol,Wholly attributable,Male,75+,20
2013/14,F10.8,Other mental and behavioural disorders due to the use of alcohol,Narrow,Mental and behavioural disorders due to use of alcohol,Wholly attributable,Male,75+,0
2013/14,F10.9,Unspecified mental and behavioural disorders due to the use of alcohol,Narrow,Mental and behavioural disorders due to use of alcohol,Wholly attributable,Male,75+,0
2013/14,K70.0,Alcoholic fatty liver,Narrow,Alcoholic liver disease,Wholly attributable,Male,75+,-
2013/14,K70.1,Alcoholic hepatitis,Narrow,Alcoholic liver disease,Wholly attributable,Male,75+,10
2013/14,K70.2,Alcoholic fibrosis and sclerosis of liver,Narrow,Alcoholic liver disease,Wholly attributable,Male,75+,-
2013/14,K70.3,Alcoholic cirrhosis of liver,Narrow,Alcoholic liver disease,Wholly attributable,Male,75+,220
2013/14,K70.4,Alcoholic hepatic failure,Narrow,Alcoholic liver disease,Wholly attributable,Male,75+,70
2013/14,K70.9,"Alcoholic liver disease, unspecified",Narrow,Alcoholic liver disease,Wholly attributable,Male,75+,60
2013/14,T51.0,Ethanol poisoning,Narrow,Toxic effect of alcohol,Wholly attributable,Male,75+,10
2013/14,T51.1,Methanol poisoning,Narrow,Toxic effect of alcohol,Wholly attributable,Male,75+,-
2013/14,T51.9,"Toxic effect of alcohol, unspecified",Narrow,Toxic effect of alcohol,Wholly attributable,Male,75+,-
2013/14,E24.4,Alcohol-induced pseudo-Cushing’s syndrome,Narrow,Other,Wholly attributable,Male,75+,-
2013/14,G31.2,Degeneration of nervous system due to alcohol,Narrow,Other,Wholly attributable,Male,75+,10
2013/14,G62.1,Alcoholic polyneuropathy,Narrow,Other,Wholly attributable,Male,75+,10
2013/14,G72.1,Alcoholic myopathy,Narrow,Other,Wholly attributable,Male,75+,-
2013/14,I42.6,Alcoholic cardiomyopathy,Narrow,Other,Wholly attributable,Male,75+,10
2013/14,K29.2,Alcoholic gastritis,Narrow,Other,Wholly attributable,Male,75+,10
2013/14,K85.2,Alcohol-induced acute pancreatitis,Narrow,Other,Wholly attributable,Male,75+,40
2013/14,K86.0,Alcohol-induced chronic pancreatitis,Narrow,Other,Wholly attributable,Male,75+,10
2013/14,Q86.0,Fetal alcohol syndrome (dysmorphic),Narrow,Other,Wholly attributable,Male,75+,-
2013/14,R78.0,Excess alcohol blood levels,Narrow,Other,Wholly attributable,Male,75+,0
2013/14,X45,Accidental poisoning by and exposure to alcohol,Narrow,Other,Wholly attributable,Male,75+,10
2013/14,X65,Intentional self-poisoning by and exposure to alcohol,Narrow,Other,Wholly attributable,Male,75+,110
2013/14,Y15,"Poisoning by and exposure to alcohol, undetermined intent",Narrow,Other,Wholly attributable,Male,75+,0
2013/14,Y90,Evidence of alcohol involvement determined by blood alcohol level,Narrow,Other,Wholly attributable,Male,75+,30
2013/14,Y91,Evidence of alcohol involvement determined by level of intoxication,Narrow,Other,Wholly attributable,Male,75+,60
2013/14,A15-A19,Tuberculosis,Narrow,Infectious and parasitic diseases,Partly attributable chronic,Male,75+,6230
2013/14,C00-C14,"Lip, oral cavity and pharynx",Narrow,Cancer,Partly attributable chronic,Male,75+,430
2013/14,C15,Oesophagus,Narrow,Cancer,Partly attributable chronic,Male,75+,2610
2013/14,"C18-C20, C21",Colorectal,Narrow,Cancer,Partly attributable chronic,Male,75+,2800
2013/14,C22,Liver and intrahepatic bile ducts,Narrow,Cancer,Partly attributable chronic,Male,75+,180
2013/14,C32,Larynx,Narrow,Cancer,Partly attributable chronic,Male,75+,210
2013/14,C50,Breast,Narrow,Cancer,Partly attributable chronic,Male,75+,-
2013/14,G40-G41,Epilepsy and Status epilepticus,Narrow,Diseases of the nervous system,Partly attributable chronic,Male,75+,520
2013/14,I10-I15,Hypertensive diseases,Narrow,Cardiovascular disease,Partly attributable chronic,Male,75+,150
2013/14,I47-I48,Cardiac arrhythmias,Narrow,Cardiovascular disease,Partly attributable chronic,Male,75+,2230
2013/14,"I60-I62, I69.0-I69.2",Haemorrhagic stroke,Narrow,Cardiovascular disease,Partly attributable chronic,Male,75+,920
2013/14,"I63-I66, I69.3-I69.4",Ischaemic stroke,Narrow,Cardiovascular disease,Partly attributable chronic,Male,75+,-
2013/14,I85,Oesophageal varices,Narrow,Cardiovascular disease,Partly attributable chronic,Male,75+,180
2013/14,"J10-J11(.0), J12-J15, J18",Pneumonia,Narrow,Respiratory infections,Partly attributable chronic,Male,75+,5280
2013/14,"K73, K74",Unspecified liver disease,Narrow,Digestive disease,Partly attributable chronic,Male,75+,130
2013/14,"K85, K86.1",Acute and chronic pancreatitis,Narrow,Digestive disease,Partly attributable chronic,Male,75+,430
2013/14,O03,Spontaneous abortion,Narrow,Pregnancy and childbirth,Partly attributable chronic,Male,75+,-
2013/14,P05-P07,Low birth weight,Narrow,Pregnancy and childbirth,Partly attributable chronic,Male,75+,-
2013/14,§,Road/Ped traffic accidents,Narrow,Unintentional injuries,Partly attributable acute,Male,75+,60
2013/14,X40–X49,Poisoning,Narrow,Unintentional injuries,Partly attributable acute,Male,75+,60
2013/14,W00-W19,Fall injuries,Narrow,Unintentional injuries,Partly attributable acute,Male,75+,3290
2013/14,X00-X09,Fire injuries,Narrow,Unintentional injuries,Partly attributable acute,Male,75+,10
2013/14,W65-W74,Drowning,Narrow,Unintentional injuries,Partly attributable acute,Male,75+,0
2013/14,§§,Other unintentional injuries,Narrow,Intentional injuries,Partly attributable acute,Male,75+,2630
2013/14,"X60-X84, Y87.0 (excl X65)",Intentional self-harm,Narrow,Intentional injuries,Partly attributable acute,Male,75+,40
2013/14,"Y10-Y34, Y87.2",Event of undetermined intent,Narrow,Intentional injuries,Partly attributable acute,Male,75+,0
2013/14,"X85-Y09, Y87.1",Assault,Narrow,Intentional injuries,Partly attributable acute,Male,75+,10
2013/14,F10.0,Acute intoxication,Narrow,Mental and behavioural disorders due to use of alcohol,Wholly attributable,Female,All ages,5770
2013/14,F10.1,Harmful use,Narrow,Mental and behavioural disorders due to use of alcohol,Wholly attributable,Female,All ages,890
2013/14,F10.2,Dependence syndrome,Narrow,Mental and behavioural disorders due to use of alcohol,Wholly attributable,Female,All ages,2630
2013/14,F10.3,Withdrawal state,Narrow,Mental and behavioural disorders due to use of alcohol,Wholly attributable,Female,All ages,4060
2013/14,F10.4,Withdrawal state with delirium,Narrow,Mental and behavioural disorders due to use of alcohol,Wholly attributable,Female,All ages,200
2013/14,F10.5,Psychotic disorder,Narrow,Mental and behavioural disorders due to use of alcohol,Wholly attributable,Female,All ages,80
2013/14,F10.6,Amnesic syndrome,Narrow,Mental and behavioural disorders due to use of alcohol,Wholly attributable,Female,All ages,100
2013/14,F10.7,Residual and late-onset psychotic disorder,Narrow,Mental and behavioural disorders due to use of alcohol,Wholly attributable,Female,All ages,30
2013/14,F10.8,Other mental and behavioural disorders due to the use of alcohol,Narrow,Mental and behavioural disorders due to use of alcohol,Wholly attributable,Female,All ages,10
2013/14,F10.9,Unspecified mental and behavioural disorders due to the use of alcohol,Narrow,Mental and behavioural disorders due to use of alcohol,Wholly attributable,Female,All ages,80
2013/14,K70.0,Alcoholic fatty liver,Narrow,Alcoholic liver disease,Wholly attributable,Female,All ages,70
2013/14,K70.1,Alcoholic hepatitis,Narrow,Alcoholic liver disease,Wholly attributable,Female,All ages,850
2013/14,K70.2,Alcoholic fibrosis and sclerosis of liver,Narrow,Alcoholic liver disease,Wholly attributable,Female,All ages,20
2013/14,K70.3,Alcoholic cirrhosis of liver,Narrow,Alcoholic liver disease,Wholly attributable,Female,All ages,2130
2013/14,K70.4,Alcoholic hepatic failure,Narrow,Alcoholic liver disease,Wholly attributable,Female,All ages,860
2013/14,K70.9,"Alcoholic liver disease, unspecified",Narrow,Alcoholic liver disease,Wholly attributable,Female,All ages,1420
2013/14,T51.0,Ethanol poisoning,Narrow,Toxic effect of alcohol,Wholly attributable,Female,All ages,400
2013/14,T51.1,Methanol poisoning,Narrow,Toxic effect of alcohol,Wholly attributable,Female,All ages,10
2013/14,T51.9,"Toxic effect of alcohol, unspecified",Narrow,Toxic effect of alcohol,Wholly attributable,Female,All ages,50
2013/14,E24.4,Alcohol-induced pseudo-Cushing’s syndrome,Narrow,Other,Wholly attributable,Female,All ages,0
2013/14,G31.2,Degeneration of nervous system due to alcohol,Narrow,Other,Wholly attributable,Female,All ages,50
2013/14,G62.1,Alcoholic polyneuropathy,Narrow,Other,Wholly attributable,Female,All ages,30
2013/14,G72.1,Alcoholic myopathy,Narrow,Other,Wholly attributable,Female,All ages,10
2013/14,I42.6,Alcoholic cardiomyopathy,Narrow,Other,Wholly attributable,Female,All ages,20
2013/14,K29.2,Alcoholic gastritis,Narrow,Other,Wholly attributable,Female,All ages,490
2013/14,K85.2,Alcohol-induced acute pancreatitis,Narrow,Other,Wholly attributable,Female,All ages,710
2013/14,K86.0,Alcohol-induced chronic pancreatitis,Narrow,Other,Wholly attributable,Female,All ages,400
2013/14,Q86.0,Fetal alcohol syndrome (dysmorphic),Narrow,Other,Wholly attributable,Female,All ages,0
2013/14,R78.0,Excess alcohol blood levels,Narrow,Other,Wholly attributable,Female,All ages,0
2013/14,X45,Accidental poisoning by and exposure to alcohol,Narrow,Other,Wholly attributable,Female,All ages,1100
2013/14,X65,Intentional self-poisoning by and exposure to alcohol,Narrow,Other,Wholly attributable,Female,All ages,18030
2013/14,Y15,"Poisoning by and exposure to alcohol, undetermined intent",Narrow,Other,Wholly attributable,Female,All ages,40
2013/14,Y90,Evidence of alcohol involvement determined by blood alcohol level,Narrow,Other,Wholly attributable,Female,All ages,230
2013/14,Y91,Evidence of alcohol involvement determined by level of intoxication,Narrow,Other,Wholly attributable,Female,All ages,450
2013/14,A15-A19,Tuberculosis,Narrow,Infectious and parasitic diseases,Partly attributable chronic,Female,All ages,38540
2013/14,C00-C14,"Lip, oral cavity and pharynx",Narrow,Cancer,Partly attributable chronic,Female,All ages,2140
2013/14,C15,Oesophagus,Narrow,Cancer,Partly attributable chronic,Female,All ages,3600
2013/14,"C18-C20, C21",Colorectal,Narrow,Cancer,Partly attributable chronic,Female,All ages,6830
2013/14,C22,Liver and intrahepatic bile ducts,Narrow,Cancer,Partly attributable chronic,Female,All ages,410
2013/14,C32,Larynx,Narrow,Cancer,Partly attributable chronic,Female,All ages,160
2013/14,C50,Breast,Narrow,Cancer,Partly attributable chronic,Female,All ages,25400
2013/14,G40-G41,Epilepsy and Status epilepticus,Narrow,Diseases of the nervous system,Partly attributable chronic,Female,All ages,3180
2013/14,I10-I15,Hypertensive diseases,Narrow,Cardiovascular disease,Partly attributable chronic,Female,All ages,980
2013/14,I47-I48,Cardiac arrhythmias,Narrow,Cardiovascular disease,Partly attributable chronic,Female,All ages,5720
2013/14,"I60-I62, I69.0-I69.2",Haemorrhagic stroke,Narrow,Cardiovascular disease,Partly attributable chronic,Female,All ages,0
2013/14,"I63-I66, I69.3-I69.4",Ischaemic stroke,Narrow,Cardiovascular disease,Partly attributable chronic,Female,All ages,0
2013/14,I85,Oesophageal varices,Narrow,Cardiovascular disease,Partly attributable chronic,Female,All ages,1380
2013/14,"J10-J11(.0), J12-J15, J18",Pneumonia,Narrow,Respiratory infections,Partly attributable chronic,Female,All ages,4050
2013/14,"K73, K74",Unspecified liver disease,Narrow,Digestive disease,Partly attributable chronic,Female,All ages,1080
2013/14,"K85, K86.1",Acute and chronic pancreatitis,Narrow,Digestive disease,Partly attributable chronic,Female,All ages,1940
2013/14,O03,Spontaneous abortion,Narrow,Pregnancy and childbirth,Partly attributable chronic,Female,All ages,3410
2013/14,P05-P07,Low birth weight,Narrow,Pregnancy and childbirth,Partly attributable chronic,Female,All ages,1230
2013/14,§,Road/Ped traffic accidents,Narrow,Unintentional injuries,Partly attributable acute,Female,All ages,1060
2013/14,X40–X49,Poisoning,Narrow,Unintentional injuries,Partly attributable acute,Female,All ages,590
2013/14,W00-W19,Fall injuries,Narrow,Unintentional injuries,Partly attributable acute,Female,All ages,7120
2013/14,X00-X09,Fire injuries,Narrow,Unintentional injuries,Partly attributable acute,Female,All ages,30
2013/14,W65-W74,Drowning,Narrow,Unintentional injuries,Partly attributable acute,Female,All ages,0
2013/14,§§,Other unintentional injuries,Narrow,Intentional injuries,Partly attributable acute,Female,All ages,11240
2013/14,"X60-X84, Y87.0 (excl X65)",Intentional self-harm,Narrow,Intentional injuries,Partly attributable acute,Female,All ages,3290
2013/14,"Y10-Y34, Y87.2",Event of undetermined intent,Narrow,Intentional injuries,Partly attributable acute,Female,All ages,50
2013/14,"X85-Y09, Y87.1",Assault,Narrow,Intentional injuries,Partly attributable acute,Female,All ages,400
2013/14,F10.0,Acute intoxication,Narrow,Mental and behavioural disorders due to use of alcohol,Wholly attributable,Female,Under 16,640
2013/14,F10.1,Harmful use,Narrow,Mental and behavioural disorders due to use of alcohol,Wholly attributable,Female,Under 16,20
2013/14,F10.2,Dependence syndrome,Narrow,Mental and behavioural disorders due to use of alcohol,Wholly attributable,Female,Under 16,0
2013/14,F10.3,Withdrawal state,Narrow,Mental and behavioural disorders due to use of alcohol,Wholly attributable,Female,Under 16,-
2013/14,F10.4,Withdrawal state with delirium,Narrow,Mental and behavioural disorders due to use of alcohol,Wholly attributable,Female,Under 16,0
2013/14,F10.5,Psychotic disorder,Narrow,Mental and behavioural disorders due to use of alcohol,Wholly attributable,Female,Under 16,-
2013/14,F10.6,Amnesic syndrome,Narrow,Mental and behavioural disorders due to use of alcohol,Wholly attributable,Female,Under 16,-
2013/14,F10.7,Residual and late-onset psychotic disorder,Narrow,Mental and behavioural disorders due to use of alcohol,Wholly attributable,Female,Under 16,-
2013/14,F10.8,Other mental and behavioural disorders due to the use of alcohol,Narrow,Mental and behavioural disorders due to use of alcohol,Wholly attributable,Female,Under 16,-
2013/14,F10.9,Unspecified mental and behavioural disorders due to the use of alcohol,Narrow,Mental and behavioural disorders due to use of alcohol,Wholly attributable,Female,Under 16,-
2013/14,K70.0,Alcoholic fatty liver,Narrow,Alcoholic liver disease,Wholly attributable,Female,Under 16,-
2013/14,K70.1,Alcoholic hepatitis,Narrow,Alcoholic liver disease,Wholly attributable,Female,Under 16,-
2013/14,K70.2,Alcoholic fibrosis and sclerosis of liver,Narrow,Alcoholic liver disease,Wholly attributable,Female,Under 16,-
2013/14,K70.3,Alcoholic cirrhosis of liver,Narrow,Alcoholic liver disease,Wholly attributable,Female,Under 16,-
2013/14,K70.4,Alcoholic hepatic failure,Narrow,Alcoholic liver disease,Wholly attributable,Female,Under 16,-
2013/14,K70.9,"Alcoholic liver disease, unspecified",Narrow,Alcoholic liver disease,Wholly attributable,Female,Under 16,-
2013/14,T51.0,Ethanol poisoning,Narrow,Toxic effect of alcohol,Wholly attributable,Female,Under 16,50
2013/14,T51.1,Methanol poisoning,Narrow,Toxic effect of alcohol,Wholly attributable,Female,Under 16,0
2013/14,T51.9,"Toxic effect of alcohol, unspecified",Narrow,Toxic effect of alcohol,Wholly attributable,Female,Under 16,10
2013/14,E24.4,Alcohol-induced pseudo-Cushing’s syndrome,Narrow,Other,Wholly attributable,Female,Under 16,-
2013/14,G31.2,Degeneration of nervous system due to alcohol,Narrow,Other,Wholly attributable,Female,Under 16,-
2013/14,G62.1,Alcoholic polyneuropathy,Narrow,Other,Wholly attributable,Female,Under 16,-
2013/14,G72.1,Alcoholic myopathy,Narrow,Other,Wholly attributable,Female,Under 16,-
2013/14,I42.6,Alcoholic cardiomyopathy,Narrow,Other,Wholly attributable,Female,Under 16,-
2013/14,K29.2,Alcoholic gastritis,Narrow,Other,Wholly attributable,Female,Under 16,-
2013/14,K85.2,Alcohol-induced acute pancreatitis,Narrow,Other,Wholly attributable,Female,Under 16,-
2013/14,K86.0,Alcohol-induced chronic pancreatitis,Narrow,Other,Wholly attributable,Female,Under 16,-
2013/14,Q86.0,Fetal alcohol syndrome (dysmorphic),Narrow,Other,Wholly attributable,Female,Under 16,0
2013/14,R78.0,Excess alcohol blood levels,Narrow,Other,Wholly attributable,Female,Under 16,-
2013/14,X45,Accidental poisoning by and exposure to alcohol,Narrow,Other,Wholly attributable,Female,Under 16,50
2013/14,X65,Intentional self-poisoning by and exposure to alcohol,Narrow,Other,Wholly attributable,Female,Under 16,360
2013/14,Y15,"Poisoning by and exposure to alcohol, undetermined intent",Narrow,Other,Wholly attributable,Female,Under 16,0
2013/14,Y90,Evidence of alcohol involvement determined by blood alcohol level,Narrow,Other,Wholly attributable,Female,Under 16,-
2013/14,Y91,Evidence of alcohol involvement determined by level of intoxication,Narrow,Other,Wholly attributable,Female,Under 16,10
2013/14,A15-A19,Tuberculosis,Narrow,Infectious and parasitic diseases,Partly attributable chronic,Female,Under 16,-
2013/14,C00-C14,"Lip, oral cavity and pharynx",Narrow,Cancer,Partly attributable chronic,Female,Under 16,-
2013/14,C15,Oesophagus,Narrow,Cancer,Partly attributable chronic,Female,Under 16,-
2013/14,"C18-C20, C21",Colorectal,Narrow,Cancer,Partly attributable chronic,Female,Under 16,-
2013/14,C22,Liver and intrahepatic bile ducts,Narrow,Cancer,Partly attributable chronic,Female,Under 16,-
2013/14,C32,Larynx,Narrow,Cancer,Partly attributable chronic,Female,Under 16,-
2013/14,C50,Breast,Narrow,Cancer,Partly attributable chronic,Female,Under 16,-
2013/14,G40-G41,Epilepsy and Status epilepticus,Narrow,Diseases of the nervous system,Partly attributable chronic,Female,Under 16,-
2013/14,I10-I15,Hypertensive diseases,Narrow,Cardiovascular disease,Partly attributable chronic,Female,Under 16,-
2013/14,I47-I48,Cardiac arrhythmias,Narrow,Cardiovascular disease,Partly attributable chronic,Female,Under 16,-
2013/14,"I60-I62, I69.0-I69.2",Haemorrhagic stroke,Narrow,Cardiovascular disease,Partly attributable chronic,Female,Under 16,-
2013/14,"I63-I66, I69.3-I69.4",Ischaemic stroke,Narrow,Cardiovascular disease,Partly attributable chronic,Female,Under 16,-
2013/14,I85,Oesophageal varices,Narrow,Cardiovascular disease,Partly attributable chronic,Female,Under 16,-
2013/14,"J10-J11(.0), J12-J15, J18",Pneumonia,Narrow,Respiratory infections,Partly attributable chronic,Female,Under 16,-
2013/14,"K73, K74",Unspecified liver disease,Narrow,Digestive disease,Partly attributable chronic,Female,Under 16,-
2013/14,"K85, K86.1",Acute and chronic pancreatitis,Narrow,Digestive disease,Partly attributable chronic,Female,Under 16,-
2013/14,O03,Spontaneous abortion,Narrow,Pregnancy and childbirth,Partly attributable chronic,Female,Under 16,-
2013/14,P05-P07,Low birth weight,Narrow,Pregnancy and childbirth,Partly attributable chronic,Female,Under 16,1230
2013/14,§,Road/Ped traffic accidents,Narrow,Unintentional injuries,Partly attributable acute,Female,Under 16,-
2013/14,X40–X49,Poisoning,Narrow,Unintentional injuries,Partly attributable acute,Female,Under 16,-
2013/14,W00-W19,Fall injuries,Narrow,Unintentional injuries,Partly attributable acute,Female,Under 16,-
2013/14,X00-X09,Fire injuries,Narrow,Unintentional injuries,Partly attributable acute,Female,Under 16,-
2013/14,W65-W74,Drowning,Narrow,Unintentional injuries,Partly attributable acute,Female,Under 16,-
2013/14,§§,Other unintentional injuries,Narrow,Intentional injuries,Partly attributable acute,Female,Under 16,-
2013/14,"X60-X84, Y87.0 (excl X65)",Intentional self-harm,Narrow,Intentional injuries,Partly attributable acute,Female,Under 16,-
2013/14,"Y10-Y34, Y87.2",Event of undetermined intent,Narrow,Intentional injuries,Partly attributable acute,Female,Under 16,-
2013/14,"X85-Y09, Y87.1",Assault,Narrow,Intentional injuries,Partly attributable acute,Female,Under 16,-
2013/14,F10.0,Acute intoxication,Narrow,Mental and behavioural disorders due to use of alcohol,Wholly attributable,Female,16-24,1090
2013/14,F10.1,Harmful use,Narrow,Mental and behavioural disorders due to use of alcohol,Wholly attributable,Female,16-24,80
2013/14,F10.2,Dependence syndrome,Narrow,Mental and behavioural disorders due to use of alcohol,Wholly attributable,Female,16-24,70
2013/14,F10.3,Withdrawal state,Narrow,Mental and behavioural disorders due to use of alcohol,Wholly attributable,Female,16-24,70
2013/14,F10.4,Withdrawal state with delirium,Narrow,Mental and behavioural disorders due to use of alcohol,Wholly attributable,Female,16-24,10
2013/14,F10.5,Psychotic disorder,Narrow,Mental and behavioural disorders due to use of alcohol,Wholly attributable,Female,16-24,0
2013/14,F10.6,Amnesic syndrome,Narrow,Mental and behavioural disorders due to use of alcohol,Wholly attributable,Female,16-24,-
2013/14,F10.7,Residual and late-onset psychotic disorder,Narrow,Mental and behavioural disorders due to use of alcohol,Wholly attributable,Female,16-24,-
2013/14,F10.8,Other mental and behavioural disorders due to the use of alcohol,Narrow,Mental and behavioural disorders due to use of alcohol,Wholly attributable,Female,16-24,-
2013/14,F10.9,Unspecified mental and behavioural disorders due to the use of alcohol,Narrow,Mental and behavioural disorders due to use of alcohol,Wholly attributable,Female,16-24,10
2013/14,K70.0,Alcoholic fatty liver,Narrow,Alcoholic liver disease,Wholly attributable,Female,16-24,-
2013/14,K70.1,Alcoholic hepatitis,Narrow,Alcoholic liver disease,Wholly attributable,Female,16-24,10
2013/14,K70.2,Alcoholic fibrosis and sclerosis of liver,Narrow,Alcoholic liver disease,Wholly attributable,Female,16-24,-
2013/14,K70.3,Alcoholic cirrhosis of liver,Narrow,Alcoholic liver disease,Wholly attributable,Female,16-24,0
2013/14,K70.4,Alcoholic hepatic failure,Narrow,Alcoholic liver disease,Wholly attributable,Female,16-24,0
2013/14,K70.9,"Alcoholic liver disease, unspecified",Narrow,Alcoholic liver disease,Wholly attributable,Female,16-24,10
2013/14,T51.0,Ethanol poisoning,Narrow,Toxic effect of alcohol,Wholly attributable,Female,16-24,90
2013/14,T51.1,Methanol poisoning,Narrow,Toxic effect of alcohol,Wholly attributable,Female,16-24,0
2013/14,T51.9,"Toxic effect of alcohol, unspecified",Narrow,Toxic effect of alcohol,Wholly attributable,Female,16-24,10
2013/14,E24.4,Alcohol-induced pseudo-Cushing’s syndrome,Narrow,Other,Wholly attributable,Female,16-24,-
2013/14,G31.2,Degeneration of nervous system due to alcohol,Narrow,Other,Wholly attributable,Female,16-24,-
2013/14,G62.1,Alcoholic polyneuropathy,Narrow,Other,Wholly attributable,Female,16-24,0
2013/14,G72.1,Alcoholic myopathy,Narrow,Other,Wholly attributable,Female,16-24,0
2013/14,I42.6,Alcoholic cardiomyopathy,Narrow,Other,Wholly attributable,Female,16-24,-
2013/14,K29.2,Alcoholic gastritis,Narrow,Other,Wholly attributable,Female,16-24,50
2013/14,K85.2,Alcohol-induced acute pancreatitis,Narrow,Other,Wholly attributable,Female,16-24,40
2013/14,K86.0,Alcohol-induced chronic pancreatitis,Narrow,Other,Wholly attributable,Female,16-24,0
2013/14,Q86.0,Fetal alcohol syndrome (dysmorphic),Narrow,Other,Wholly attributable,Female,16-24,-
2013/14,R78.0,Excess alcohol blood levels,Narrow,Other,Wholly attributable,Female,16-24,-
2013/14,X45,Accidental poisoning by and exposure to alcohol,Narrow,Other,Wholly attributable,Female,16-24,260
2013/14,X65,Intentional self-poisoning by and exposure to alcohol,Narrow,Other,Wholly attributable,Female,16-24,3880
2013/14,Y15,"Poisoning by and exposure to alcohol, undetermined intent",Narrow,Other,Wholly attributable,Female,16-24,10
2013/14,Y90,Evidence of alcohol involvement determined by blood alcohol level,Narrow,Other,Wholly attributable,Female,16-24,20
2013/14,Y91,Evidence of alcohol involvement determined by level of intoxication,Narrow,Other,Wholly attributable,Female,16-24,90
2013/14,A15-A19,Tuberculosis,Narrow,Infectious and parasitic diseases,Partly attributable chronic,Female,16-24,70
2013/14,C00-C14,"Lip, oral cavity and pharynx",Narrow,Cancer,Partly attributable chronic,Female,16-24,20
2013/14,C15,Oesophagus,Narrow,Cancer,Partly attributable chronic,Female,16-24,0
2013/14,"C18-C20, C21",Colorectal,Narrow,Cancer,Partly attributable chronic,Female,16-24,10
2013/14,C22,Liver and intrahepatic bile ducts,Narrow,Cancer,Partly attributable chronic,Female,16-24,10
2013/14,C32,Larynx,Narrow,Cancer,Partly attributable chronic,Female,16-24,0
2013/14,C50,Breast,Narrow,Cancer,Partly attributable chronic,Female,16-24,30
2013/14,G40-G41,Epilepsy and Status epilepticus,Narrow,Diseases of the nervous system,Partly attributable chronic,Female,16-24,470
2013/14,I10-I15,Hypertensive diseases,Narrow,Cardiovascular disease,Partly attributable chronic,Female,16-24,30
2013/14,I47-I48,Cardiac arrhythmias,Narrow,Cardiovascular disease,Partly attributable chronic,Female,16-24,70
2013/14,"I60-I62, I69.0-I69.2",Haemorrhagic stroke,Narrow,Cardiovascular disease,Partly attributable chronic,Female,16-24,-
2013/14,"I63-I66, I69.3-I69.4",Ischaemic stroke,Narrow,Cardiovascular disease,Partly attributable chronic,Female,16-24,-
2013/14,I85,Oesophageal varices,Narrow,Cardiovascular disease,Partly attributable chronic,Female,16-24,20
2013/14,"J10-J11(.0), J12-J15, J18",Pneumonia,Narrow,Respiratory infections,Partly attributable chronic,Female,16-24,80
2013/14,"K73, K74",Unspecified liver disease,Narrow,Digestive disease,Partly attributable chronic,Female,16-24,10
2013/14,"K85, K86.1",Acute and chronic pancreatitis,Narrow,Digestive disease,Partly attributable chronic,Female,16-24,160
2013/14,O03,Spontaneous abortion,Narrow,Pregnancy and childbirth,Partly attributable chronic,Female,16-24,620
2013/14,P05-P07,Low birth weight,Narrow,Pregnancy and childbirth,Partly attributable chronic,Female,16-24,-
2013/14,§,Road/Ped traffic accidents,Narrow,Unintentional injuries,Partly attributable acute,Female,16-24,280
2013/14,X40–X49,Poisoning,Narrow,Unintentional injuries,Partly attributable acute,Female,16-24,140
2013/14,W00-W19,Fall injuries,Narrow,Unintentional injuries,Partly attributable acute,Female,16-24,390
2013/14,X00-X09,Fire injuries,Narrow,Unintentional injuries,Partly attributable acute,Female,16-24,0
2013/14,W65-W74,Drowning,Narrow,Unintentional injuries,Partly attributable acute,Female,16-24,0
2013/14,§§,Other unintentional injuries,Narrow,Intentional injuries,Partly attributable acute,Female,16-24,1190
2013/14,"X60-X84, Y87.0 (excl X65)",Intentional self-harm,Narrow,Intentional injuries,Partly attributable acute,Female,16-24,1290
2013/14,"Y10-Y34, Y87.2",Event of undetermined intent,Narrow,Intentional injuries,Partly attributable acute,Female,16-24,10
